LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Pennsylvania,16 to 24,2009,Percent,0.13
State,Pennsylvania,20 to 24,2009,Percent,0.18
State,South Carolina,16 to 19,2009,Percent,0.1
State,Rhode Island,16 to 24,2009,Percent,0.12
State,Rhode Island,20 to 24,2009,Percent,0.15
State,Rhode Island,16 to 19,2009,Percent,0.08
State,South Dakota,16 to 19,2009,Percent,0.07
State,South Carolina,16 to 24,2009,Percent,0.17
State,South Carolina,20 to 24,2009,Percent,0.23
State,Tennessee,16 to 19,2009,Percent,0.1
State,South Dakota,16 to 24,2009,Percent,0.1
State,South Dakota,20 to 24,2009,Percent,0.12
State,Tennessee,16 to 24,2009,Percent,0.17
State,Tennessee,20 to 24,2009,Percent,0.24
State,Utah,16 to 19,2009,Percent,0.09
State,Texas,16 to 24,2009,Percent,0.16
State,Texas,20 to 24,2009,Percent,0.2
State,Texas,16 to 19,2009,Percent,0.1
State,Utah,16 to 24,2009,Percent,0.12
State,Utah,20 to 24,2009,Percent,0.14
State,Virginia,16 to 19,2009,Percent,0.07
State,Vermont,16 to 24,2009,Percent,0.12
State,Vermont,20 to 24,2009,Percent,0.16
State,Vermont,16 to 19,2009,Percent,0.07
State,Virginia,20 to 24,2009,Percent,0.17
State,Virginia,16 to 24,2009,Percent,0.12
State,Washington,20 to 24,2009,Percent,0.2
State,Washington,16 to 19,2009,Percent,0.09
State,West Virginia,16 to 19,2009,Percent,0.15
State,Washington,16 to 24,2009,Percent,0.15
State,West Virginia,16 to 24,2009,Percent,0.19
State,West Virginia,20 to 24,2009,Percent,0.23
State,Wisconsin,16 to 19,2009,Percent,0.06
State,Wisconsin,20 to 24,2009,Percent,0.15
State,Wyoming,16 to 19,2009,Percent,0.09
State,Wisconsin,16 to 24,2009,Percent,0.11
State,Wyoming,16 to 24,2009,Percent,0.12
State,Wyoming,20 to 24,2009,Percent,0.15
Territory,Puerto Rico,20 to 24,2009,Percent,0.31
Territory,Puerto Rico,16 to 19,2009,Percent,0.15
Territory,Virgin Islands,16 to 19,2009,Percent,N.A.
Territory,Puerto Rico,16 to 24,2009,Percent,0.24
Territory,Virgin Islands,16 to 24,2009,Percent,N.A.
Territory,Virgin Islands,20 to 24,2009,Percent,N.A.
Territory,Virgin Islands,16 to 19,2009,Number,N.A.
Territory,Virgin Islands,20 to 24,2009,Number,N.A.
Territory,Virgin Islands,16 to 24,2009,Number,N.A.
State,Wyoming,16 to 24,2009,Number,9000
State,Wyoming,20 to 24,2009,Number,6000
State,Wyoming,16 to 19,2009,Number,3000
Territory,Puerto Rico,20 to 24,2009,Number,88000
Territory,Puerto Rico,16 to 19,2009,Number,38000
Territory,Puerto Rico,16 to 24,2009,Number,126000
State,Wisconsin,16 to 24,2009,Number,80000
State,Wisconsin,16 to 19,2009,Number,19000
State,Wisconsin,20 to 24,2009,Number,61000
State,West Virginia,16 to 24,2009,Number,41000
State,West Virginia,16 to 19,2009,Number,14000
State,West Virginia,20 to 24,2009,Number,27000
State,Washington,16 to 24,2009,Number,125000
State,Washington,20 to 24,2009,Number,93000
State,Washington,16 to 19,2009,Number,32000
State,Virginia,20 to 24,2009,Number,95000
State,Virginia,16 to 24,2009,Number,127000
State,Virginia,16 to 19,2009,Number,32000
State,Vermont,20 to 24,2009,Number,8000
State,Vermont,16 to 24,2009,Number,11000
State,Vermont,16 to 19,2009,Number,3000
State,Utah,20 to 24,2009,Number,34000
State,Utah,16 to 24,2009,Number,49000
State,Utah,16 to 19,2009,Number,15000
State,Texas,16 to 24,2009,Number,506000
State,Tennessee,16 to 24,2009,Number,134000
State,Texas,20 to 24,2009,Number,363000
State,Texas,16 to 19,2009,Number,143000
State,South Dakota,16 to 24,2009,Number,11000
State,Tennessee,20 to 24,2009,Number,99000
State,Tennessee,16 to 19,2009,Number,35000
State,South Carolina,16 to 24,2009,Number,100000
State,South Dakota,16 to 19,2009,Number,3000
State,South Dakota,20 to 24,2009,Number,7000
State,South Carolina,16 to 19,2009,Number,27000
State,South Carolina,20 to 24,2009,Number,72000
State,Rhode Island,16 to 24,2009,Number,16000
State,Rhode Island,20 to 24,2009,Number,11000
State,Rhode Island,16 to 19,2009,Number,5000
State,Pennsylvania,16 to 19,2009,Number,57000
State,Pennsylvania,20 to 24,2009,Number,152000
State,Pennsylvania,16 to 24,2009,Number,209000
State,Oregon,16 to 19,2009,Number,19000
State,Oregon,20 to 24,2009,Number,52000
State,Oregon,16 to 24,2009,Number,71000
State,Oklahoma,16 to 19,2009,Number,20000
State,Oklahoma,20 to 24,2009,Number,52000
State,Oklahoma,16 to 24,2009,Number,72000
State,Ohio,20 to 24,2009,Number,142000
State,Ohio,16 to 19,2009,Number,49000
State,Ohio,16 to 24,2009,Number,191000
State,North Dakota,16 to 24,2009,Number,9000
State,North Dakota,20 to 24,2009,Number,7000
State,North Dakota,16 to 19,2009,Number,3000
State,North Carolina,16 to 24,2009,Number,181000
State,North Carolina,16 to 19,2009,Number,53000
State,North Carolina,20 to 24,2009,Number,128000
State,New York,16 to 24,2009,Number,345000
State,New York,16 to 19,2009,Number,93000
State,New York,20 to 24,2009,Number,252000
State,New Mexico,16 to 24,2009,Number,45000
State,New Mexico,20 to 24,2009,Number,31000
State,New Mexico,16 to 19,2009,Number,14000
State,New Jersey,20 to 24,2009,Number,93000
State,New Jersey,16 to 24,2009,Number,123000
State,New Jersey,16 to 19,2009,Number,30000
State,New Hampshire,20 to 24,2009,Number,13000
State,New Hampshire,16 to 24,2009,Number,17000
State,New Hampshire,16 to 19,2009,Number,4000
State,Nevada,20 to 24,2009,Number,37000
State,Nevada,16 to 24,2009,Number,55000
State,Nevada,16 to 19,2009,Number,18000
State,Nebraska,16 to 24,2009,Number,23000
State,Montana,16 to 24,2009,Number,18000
State,Nebraska,20 to 24,2009,Number,17000
State,Nebraska,16 to 19,2009,Number,6000
State,Missouri,16 to 24,2009,Number,105000
State,Montana,20 to 24,2009,Number,12000
State,Montana,16 to 19,2009,Number,7000
State,Mississippi,16 to 24,2009,Number,75000
State,Missouri,16 to 19,2009,Number,30000
State,Missouri,20 to 24,2009,Number,75000
State,Mississippi,16 to 19,2009,Number,24000
State,Mississippi,20 to 24,2009,Number,52000
State,Minnesota,16 to 24,2009,Number,71000
State,Minnesota,20 to 24,2009,Number,52000
State,Minnesota,16 to 19,2009,Number,19000
State,Michigan,16 to 19,2009,Number,55000
State,Michigan,20 to 24,2009,Number,140000
State,Michigan,16 to 24,2009,Number,195000
State,Massachusetts,16 to 19,2009,Number,24000
State,Massachusetts,20 to 24,2009,Number,64000
State,Massachusetts,16 to 24,2009,Number,89000
State,Maryland,16 to 19,2009,Number,27000
State,Maryland,20 to 24,2009,Number,70000
State,Maryland,16 to 24,2009,Number,97000
State,Louisiana,16 to 24,2009,Number,103000
State,Louisiana,20 to 24,2009,Number,73000
State,Louisiana,16 to 19,2009,Number,30000
State,Maine,20 to 24,2009,Number,14000
State,Maine,16 to 19,2009,Number,5000
State,Maine,16 to 24,2009,Number,19000
State,Kentucky,16 to 24,2009,Number,95000
State,Kentucky,16 to 19,2009,Number,24000
State,Kentucky,20 to 24,2009,Number,71000
State,Kansas,16 to 24,2009,Number,43000
State,Kansas,16 to 19,2009,Number,11000
State,Kansas,20 to 24,2009,Number,32000
State,Iowa,16 to 24,2009,Number,35000
State,Iowa,20 to 24,2009,Number,24000
State,Iowa,16 to 19,2009,Number,10000
State,Indiana,20 to 24,2009,Number,89000
State,Indiana,16 to 24,2009,Number,122000
State,Indiana,16 to 19,2009,Number,33000
State,Illinois,20 to 24,2009,Number,164000
State,Illinois,16 to 24,2009,Number,230000
State,Illinois,16 to 19,2009,Number,66000
State,Idaho,20 to 24,2009,Number,24000
State,Idaho,16 to 24,2009,Number,33000
State,Idaho,16 to 19,2009,Number,9000
State,Hawaii,16 to 24,2009,Number,21000
State,Georgia,16 to 24,2009,Number,226000
State,Hawaii,20 to 24,2009,Number,13000
State,Hawaii,16 to 19,2009,Number,7000
State,Florida,16 to 24,2009,Number,344000
State,Georgia,20 to 24,2009,Number,156000
State,Georgia,16 to 19,2009,Number,69000
City,District of Columbia,16 to 24,2009,Number,15000
State,Florida,16 to 19,2009,Number,100000
State,Florida,20 to 24,2009,Number,244000
City,District of Columbia,16 to 19,2009,Number,4000
City,District of Columbia,20 to 24,2009,Number,11000
State,Delaware,16 to 24,2009,Number,13000
State,Delaware,20 to 24,2009,Number,9000
State,Delaware,16 to 19,2009,Number,4000
State,Connecticut,16 to 19,2009,Number,12000
State,Connecticut,20 to 24,2009,Number,35000
State,Connecticut,16 to 24,2009,Number,47000
State,Colorado,16 to 19,2009,Number,23000
State,Colorado,20 to 24,2009,Number,62000
State,Colorado,16 to 24,2009,Number,85000
State,California,16 to 19,2009,Number,180000
State,California,20 to 24,2009,Number,527000
State,California,16 to 24,2009,Number,707000
State,Arkansas,20 to 24,2009,Number,45000
State,Arkansas,16 to 19,2009,Number,16000
State,Arkansas,16 to 24,2009,Number,60000
State,Arizona,16 to 24,2009,Number,139000
State,Arizona,20 to 24,2009,Number,99000
State,Arizona,16 to 19,2009,Number,40000
State,Alaska,16 to 24,2009,Number,17000
State,Alaska,16 to 19,2009,Number,5000
State,Alaska,20 to 24,2009,Number,11000
State,Alabama,16 to 24,2009,Number,97000
State,Alabama,16 to 19,2009,Number,27000
State,Alabama,20 to 24,2009,Number,70000
Nation,United States,16 to 24,2009,Number,5649000
Nation,United States,20 to 24,2009,Number,4091000
Nation,United States,16 to 19,2009,Number,1559000
Nation,United States,16 to 19,2010,Number,1580000
Nation,United States,20 to 24,2010,Number,4264000
Nation,United States,16 to 24,2010,Number,5845000
State,Alabama,20 to 24,2010,Number,79000
State,Alabama,16 to 19,2010,Number,30000
State,Alabama,16 to 24,2010,Number,109000
State,Alaska,20 to 24,2010,Number,12000
State,Alaska,16 to 19,2010,Number,5000
State,Alaska,16 to 24,2010,Number,16000
State,Arizona,16 to 19,2010,Number,45000
State,Arizona,20 to 24,2010,Number,109000
State,Arizona,16 to 24,2010,Number,153000
State,Arkansas,16 to 24,2010,Number,69000
State,Arkansas,16 to 19,2010,Number,21000
State,Arkansas,20 to 24,2010,Number,49000
State,California,16 to 24,2010,Number,760000
State,California,20 to 24,2010,Number,568000
State,California,16 to 19,2010,Number,192000
State,Colorado,16 to 24,2010,Number,77000
State,Colorado,20 to 24,2010,Number,57000
State,Colorado,16 to 19,2010,Number,20000
State,Connecticut,16 to 24,2010,Number,48000
State,Connecticut,20 to 24,2010,Number,37000
State,Connecticut,16 to 19,2010,Number,11000
State,Delaware,16 to 19,2010,Number,5000
State,Delaware,20 to 24,2010,Number,11000
State,Delaware,16 to 24,2010,Number,16000
City,District of Columbia,20 to 24,2010,Number,13000
City,District of Columbia,16 to 19,2010,Number,3000
State,Florida,20 to 24,2010,Number,267000
State,Florida,16 to 19,2010,Number,103000
City,District of Columbia,16 to 24,2010,Number,16000
State,Georgia,16 to 19,2010,Number,70000
State,Georgia,20 to 24,2010,Number,162000
State,Florida,16 to 24,2010,Number,370000
State,Hawaii,16 to 19,2010,Number,8000
State,Hawaii,20 to 24,2010,Number,17000
State,Georgia,16 to 24,2010,Number,231000
State,Hawaii,16 to 24,2010,Number,26000
State,Idaho,16 to 19,2010,Number,10000
State,Idaho,16 to 24,2010,Number,29000
State,Idaho,20 to 24,2010,Number,19000
State,Illinois,16 to 19,2010,Number,59000
State,Illinois,16 to 24,2010,Number,219000
State,Illinois,20 to 24,2010,Number,160000
State,Indiana,16 to 19,2010,Number,31000
State,Indiana,16 to 24,2010,Number,120000
State,Indiana,20 to 24,2010,Number,89000
State,Iowa,16 to 19,2010,Number,11000
State,Iowa,20 to 24,2010,Number,24000
State,Iowa,16 to 24,2010,Number,35000
State,Kansas,20 to 24,2010,Number,27000
State,Kansas,16 to 19,2010,Number,10000
State,Kansas,16 to 24,2010,Number,37000
State,Kentucky,20 to 24,2010,Number,70000
State,Kentucky,16 to 19,2010,Number,27000
State,Kentucky,16 to 24,2010,Number,97000
State,Maine,16 to 24,2010,Number,20000
State,Maine,16 to 19,2010,Number,5000
State,Maine,20 to 24,2010,Number,14000
State,Louisiana,16 to 19,2010,Number,37000
State,Louisiana,20 to 24,2010,Number,83000
State,Louisiana,16 to 24,2010,Number,119000
State,Maryland,16 to 24,2010,Number,92000
State,Maryland,20 to 24,2010,Number,64000
State,Maryland,16 to 19,2010,Number,28000
State,Massachusetts,16 to 24,2010,Number,86000
State,Massachusetts,20 to 24,2010,Number,67000
State,Massachusetts,16 to 19,2010,Number,20000
State,Michigan,16 to 24,2010,Number,193000
State,Michigan,20 to 24,2010,Number,138000
State,Michigan,16 to 19,2010,Number,54000
State,Minnesota,16 to 19,2010,Number,14000
State,Minnesota,20 to 24,2010,Number,48000
State,Minnesota,16 to 24,2010,Number,62000
State,Mississippi,20 to 24,2010,Number,58000
State,Mississippi,16 to 19,2010,Number,23000
State,Missouri,20 to 24,2010,Number,79000
State,Missouri,16 to 19,2010,Number,30000
State,Mississippi,16 to 24,2010,Number,82000
State,Montana,16 to 19,2010,Number,5000
State,Montana,20 to 24,2010,Number,11000
State,Missouri,16 to 24,2010,Number,109000
State,Nebraska,16 to 19,2010,Number,4000
State,Nebraska,20 to 24,2010,Number,17000
State,Montana,16 to 24,2010,Number,17000
State,Nebraska,16 to 24,2010,Number,21000
State,Nevada,16 to 19,2010,Number,22000
State,Nevada,16 to 24,2010,Number,67000
State,Nevada,20 to 24,2010,Number,44000
State,New Hampshire,16 to 19,2010,Number,4000
State,New Hampshire,16 to 24,2010,Number,17000
State,New Hampshire,20 to 24,2010,Number,12000
State,New Jersey,16 to 19,2010,Number,36000
State,New Jersey,16 to 24,2010,Number,134000
State,New Jersey,20 to 24,2010,Number,97000
State,New Mexico,16 to 19,2010,Number,15000
State,New Mexico,20 to 24,2010,Number,32000
State,New Mexico,16 to 24,2010,Number,46000
State,New York,20 to 24,2010,Number,280000
State,New York,16 to 19,2010,Number,94000
State,New York,16 to 24,2010,Number,374000
State,North Carolina,20 to 24,2010,Number,128000
State,North Carolina,16 to 19,2010,Number,52000
State,North Carolina,16 to 24,2010,Number,180000
State,North Dakota,16 to 19,2010,Number,2000
State,North Dakota,20 to 24,2010,Number,5000
State,North Dakota,16 to 24,2010,Number,7000
State,Ohio,16 to 24,2010,Number,206000
State,Ohio,16 to 19,2010,Number,53000
State,Ohio,20 to 24,2010,Number,153000
State,Oklahoma,16 to 24,2010,Number,70000
State,Oklahoma,20 to 24,2010,Number,51000
State,Oklahoma,16 to 19,2010,Number,19000
State,Oregon,16 to 24,2010,Number,68000
State,Oregon,20 to 24,2010,Number,48000
State,Oregon,16 to 19,2010,Number,20000
State,Pennsylvania,16 to 24,2010,Number,207000
State,Pennsylvania,20 to 24,2010,Number,154000
State,Pennsylvania,16 to 19,2010,Number,53000
State,Rhode Island,16 to 19,2010,Number,3000
State,Rhode Island,20 to 24,2010,Number,12000
State,Rhode Island,16 to 24,2010,Number,15000
State,South Carolina,20 to 24,2010,Number,76000
State,South Carolina,16 to 19,2010,Number,24000
State,South Dakota,20 to 24,2010,Number,9000
State,South Dakota,16 to 19,2010,Number,4000
State,South Carolina,16 to 24,2010,Number,99000
State,Tennessee,16 to 19,2010,Number,35000
State,Tennessee,20 to 24,2010,Number,101000
State,South Dakota,16 to 24,2010,Number,13000
State,Texas,16 to 19,2010,Number,144000
State,Texas,20 to 24,2010,Number,380000
State,Tennessee,16 to 24,2010,Number,137000
State,Texas,16 to 24,2010,Number,523000
State,Utah,16 to 19,2010,Number,17000
State,Utah,16 to 24,2010,Number,55000
State,Utah,20 to 24,2010,Number,39000
State,Vermont,16 to 19,2010,Number,1000
State,Vermont,16 to 24,2010,Number,8000
State,Vermont,20 to 24,2010,Number,7000
State,Virginia,16 to 19,2010,Number,34000
State,Virginia,16 to 24,2010,Number,128000
State,Virginia,20 to 24,2010,Number,94000
State,Washington,16 to 19,2010,Number,30000
State,Washington,20 to 24,2010,Number,96000
State,Washington,16 to 24,2010,Number,127000
State,West Virginia,20 to 24,2010,Number,28000
State,West Virginia,16 to 19,2010,Number,14000
State,West Virginia,16 to 24,2010,Number,43000
State,Wisconsin,20 to 24,2010,Number,60000
State,Wisconsin,16 to 19,2010,Number,21000
State,Wisconsin,16 to 24,2010,Number,81000
Territory,Puerto Rico,16 to 24,2010,Number,131000
Territory,Puerto Rico,16 to 19,2010,Number,42000
Territory,Puerto Rico,20 to 24,2010,Number,89000
State,Wyoming,16 to 19,2010,Number,3000
State,Wyoming,20 to 24,2010,Number,7000
State,Wyoming,16 to 24,2010,Number,10000
Territory,Virgin Islands,16 to 24,2010,Number,N.A.
Territory,Virgin Islands,20 to 24,2010,Number,N.A.
Territory,Virgin Islands,16 to 19,2010,Number,N.A.
Territory,Virgin Islands,20 to 24,2010,Percent,N.A.
Territory,Virgin Islands,16 to 24,2010,Percent,N.A.
Territory,Virgin Islands,16 to 19,2010,Percent,N.A.
Territory,Puerto Rico,16 to 24,2010,Percent,0.26
Territory,Puerto Rico,20 to 24,2010,Percent,0.34
Territory,Puerto Rico,16 to 19,2010,Percent,0.18
State,Wyoming,20 to 24,2010,Percent,0.17
State,Wyoming,16 to 24,2010,Percent,0.14
State,Wyoming,16 to 19,2010,Percent,0.09
State,Wisconsin,16 to 24,2010,Percent,0.11
State,Wisconsin,20 to 24,2010,Percent,0.15
State,Wisconsin,16 to 19,2010,Percent,0.07
State,West Virginia,20 to 24,2010,Percent,0.24
State,West Virginia,16 to 24,2010,Percent,0.2
State,West Virginia,16 to 19,2010,Percent,0.14
State,Washington,16 to 24,2010,Percent,0.15
State,Washington,20 to 24,2010,Percent,0.21
State,Washington,16 to 19,2010,Percent,0.08
State,Virginia,16 to 24,2010,Percent,0.13
State,Virginia,20 to 24,2010,Percent,0.17
State,Virginia,16 to 19,2010,Percent,0.07
State,Vermont,16 to 19,2010,Percent,0.04
State,Vermont,20 to 24,2010,Percent,0.16
State,Vermont,16 to 24,2010,Percent,0.1
State,Utah,20 to 24,2010,Percent,0.17
State,Utah,16 to 19,2010,Percent,0.09
State,Utah,16 to 24,2010,Percent,0.14
State,Texas,16 to 19,2010,Percent,0.09
State,Texas,20 to 24,2010,Percent,0.21
State,Texas,16 to 24,2010,Percent,0.16
State,Tennessee,20 to 24,2010,Percent,0.23
State,Tennessee,16 to 19,2010,Percent,0.1
State,Tennessee,16 to 24,2010,Percent,0.17
State,South Dakota,20 to 24,2010,Percent,0.16
State,South Dakota,16 to 24,2010,Percent,0.12
State,South Carolina,20 to 24,2010,Percent,0.23
State,South Dakota,16 to 19,2010,Percent,0.08
State,South Carolina,16 to 24,2010,Percent,0.16
State,Rhode Island,16 to 19,2010,Percent,0.05
State,Rhode Island,16 to 24,2010,Percent,0.1
State,Rhode Island,20 to 24,2010,Percent,0.15
State,South Carolina,16 to 19,2010,Percent,0.09
State,Pennsylvania,20 to 24,2010,Percent,0.18
State,Pennsylvania,16 to 19,2010,Percent,0.07
State,Pennsylvania,16 to 24,2010,Percent,0.13
State,Oregon,20 to 24,2010,Percent,0.19
State,Oregon,16 to 24,2010,Percent,0.15
State,Oklahoma,20 to 24,2010,Percent,0.19
State,Oklahoma,16 to 24,2010,Percent,0.15
State,Oregon,16 to 19,2010,Percent,0.1
State,Ohio,16 to 24,2010,Percent,0.15
State,Ohio,20 to 24,2010,Percent,0.2
State,Oklahoma,16 to 19,2010,Percent,0.09
State,North Dakota,20 to 24,2010,Percent,0.09
State,North Dakota,16 to 24,2010,Percent,0.07
State,Ohio,16 to 19,2010,Percent,0.08
State,North Carolina,16 to 24,2010,Percent,0.15
State,North Carolina,20 to 24,2010,Percent,0.19
State,North Dakota,16 to 19,2010,Percent,0.05
State,New York,20 to 24,2010,Percent,0.2
State,New York,16 to 24,2010,Percent,0.15
State,North Carolina,16 to 19,2010,Percent,0.1
State,New Mexico,16 to 24,2010,Percent,0.18
State,New Mexico,20 to 24,2010,Percent,0.22
State,New York,16 to 19,2010,Percent,0.08
State,New Jersey,16 to 24,2010,Percent,0.13
State,New Mexico,16 to 19,2010,Percent,0.12
State,New Hampshire,16 to 24,2010,Percent,0.1
State,New Jersey,20 to 24,2010,Percent,0.18
State,New Jersey,16 to 19,2010,Percent,0.08
State,New Hampshire,16 to 19,2010,Percent,0.06
State,New Hampshire,20 to 24,2010,Percent,0.15
State,Nevada,16 to 24,2010,Percent,0.2
State,Nevada,20 to 24,2010,Percent,0.25
State,Nevada,16 to 19,2010,Percent,0.15
State,Nebraska,16 to 24,2010,Percent,0.09
State,Nebraska,16 to 19,2010,Percent,0.04
State,Nebraska,20 to 24,2010,Percent,0.13
State,Montana,16 to 24,2010,Percent,0.14
State,Montana,20 to 24,2010,Percent,0.17
State,Montana,16 to 19,2010,Percent,0.09
State,Missouri,16 to 24,2010,Percent,0.14
State,Missouri,20 to 24,2010,Percent,0.19
State,Missouri,16 to 19,2010,Percent,0.09
State,Mississippi,16 to 24,2010,Percent,0.21
State,Mississippi,20 to 24,2010,Percent,0.27
State,Mississippi,16 to 19,2010,Percent,0.13
State,Minnesota,16 to 19,2010,Percent,0.05
State,Minnesota,16 to 24,2010,Percent,0.1
State,Minnesota,20 to 24,2010,Percent,0.14
State,Michigan,20 to 24,2010,Percent,0.21
State,Michigan,16 to 19,2010,Percent,0.09
State,Michigan,16 to 24,2010,Percent,0.15
State,Massachusetts,20 to 24,2010,Percent,0.14
State,Massachusetts,16 to 24,2010,Percent,0.1
State,Massachusetts,16 to 19,2010,Percent,0.05
State,Maryland,20 to 24,2010,Percent,0.16
State,Maryland,16 to 24,2010,Percent,0.13
State,Maryland,16 to 19,2010,Percent,0.08
State,Maine,16 to 24,2010,Percent,0.13
State,Maine,20 to 24,2010,Percent,0.18
State,Maine,16 to 19,2010,Percent,0.07
State,Louisiana,20 to 24,2010,Percent,0.24
State,Louisiana,16 to 24,2010,Percent,0.2
State,Louisiana,16 to 19,2010,Percent,0.14
State,Kentucky,16 to 24,2010,Percent,0.18
State,Kentucky,20 to 24,2010,Percent,0.24
State,Kentucky,16 to 19,2010,Percent,0.11
State,Kansas,20 to 24,2010,Percent,0.13
State,Kansas,16 to 24,2010,Percent,0.1
State,Kansas,16 to 19,2010,Percent,0.06
State,Iowa,16 to 24,2010,Percent,0.09
State,Iowa,20 to 24,2010,Percent,0.12
State,Iowa,16 to 19,2010,Percent,0.06
Nation,United States,16 to 19,2010,Percent,0.09
State,Illinois,16 to 19,2010,Percent,0.08
State,Illinois,20 to 24,2010,Percent,0.18
State,Illinois,16 to 24,2010,Percent,0.14
State,Indiana,16 to 24,2010,Percent,0.14
State,Indiana,20 to 24,2010,Percent,0.2
State,Indiana,16 to 19,2010,Percent,0.08
State,Idaho,20 to 24,2010,Percent,0.18
State,Idaho,16 to 19,2010,Percent,0.11
State,Idaho,16 to 24,2010,Percent,0.14
State,Hawaii,16 to 19,2010,Percent,0.12
State,Hawaii,20 to 24,2010,Percent,0.18
State,Hawaii,16 to 24,2010,Percent,0.15
State,Georgia,20 to 24,2010,Percent,0.24
State,Georgia,16 to 19,2010,Percent,0.12
State,Georgia,16 to 24,2010,Percent,0.18
State,Florida,20 to 24,2010,Percent,0.21
State,Florida,16 to 24,2010,Percent,0.16
City,District of Columbia,20 to 24,2010,Percent,0.21
State,Florida,16 to 19,2010,Percent,0.1
City,District of Columbia,16 to 24,2010,Percent,0.16
State,Delaware,16 to 19,2010,Percent,0.09
State,Delaware,16 to 24,2010,Percent,0.14
State,Delaware,20 to 24,2010,Percent,0.18
City,District of Columbia,16 to 19,2010,Percent,0.09
State,Connecticut,20 to 24,2010,Percent,0.16
State,Connecticut,16 to 19,2010,Percent,0.05
State,Connecticut,16 to 24,2010,Percent,0.11
State,Colorado,20 to 24,2010,Percent,0.16
State,Colorado,16 to 24,2010,Percent,0.12
State,California,20 to 24,2010,Percent,0.2
State,California,16 to 24,2010,Percent,0.15
State,Colorado,16 to 19,2010,Percent,0.07
State,Arkansas,16 to 24,2010,Percent,0.19
State,Arkansas,20 to 24,2010,Percent,0.24
State,California,16 to 19,2010,Percent,0.08
State,Arizona,20 to 24,2010,Percent,0.24
State,Arizona,16 to 24,2010,Percent,0.19
State,Arkansas,16 to 19,2010,Percent,0.12
State,Alaska,16 to 24,2010,Percent,0.17
State,Alaska,20 to 24,2010,Percent,0.21
State,Arizona,16 to 19,2010,Percent,0.12
State,Alabama,20 to 24,2010,Percent,0.23
State,Alabama,16 to 24,2010,Percent,0.18
State,Alaska,16 to 19,2010,Percent,0.11
Nation,United States,16 to 24,2010,Percent,0.15
Nation,United States,20 to 24,2010,Percent,0.2
State,Alabama,16 to 19,2010,Percent,0.11
State,Alabama,16 to 19,2015,Percent,0.07
Nation,United States,20 to 24,2015,Percent,0.16
Nation,United States,16 to 24,2015,Percent,0.12
State,Alabama,16 to 24,2015,Percent,0.15
State,Alabama,20 to 24,2015,Percent,0.21
State,Alaska,16 to 19,2015,Percent,0.09
State,Alaska,20 to 24,2015,Percent,0.19
State,Alaska,16 to 24,2015,Percent,0.15
State,Arizona,20 to 24,2015,Percent,0.19
State,Arizona,16 to 24,2015,Percent,0.15
State,Arizona,16 to 19,2015,Percent,0.09
State,Arkansas,16 to 24,2015,Percent,0.15
State,Arkansas,16 to 19,2015,Percent,0.09
State,Arkansas,20 to 24,2015,Percent,0.2
State,California,16 to 24,2015,Percent,0.12
State,California,20 to 24,2015,Percent,0.17
State,California,16 to 19,2015,Percent,0.07
State,Colorado,20 to 24,2015,Percent,0.13
State,Colorado,16 to 19,2015,Percent,0.07
State,Colorado,16 to 24,2015,Percent,0.11
State,Connecticut,20 to 24,2015,Percent,0.14
State,Connecticut,16 to 19,2015,Percent,0.05
State,Connecticut,16 to 24,2015,Percent,0.1
State,Delaware,16 to 24,2015,Percent,0.11
State,Delaware,20 to 24,2015,Percent,0.14
State,Delaware,16 to 19,2015,Percent,0.08
City,District of Columbia,16 to 24,2015,Percent,0.1
City,District of Columbia,20 to 24,2015,Percent,0.12
City,District of Columbia,16 to 19,2015,Percent,0.05
State,Florida,16 to 24,2015,Percent,0.13
State,Florida,16 to 19,2015,Percent,0.08
State,Florida,20 to 24,2015,Percent,0.17
State,Georgia,20 to 24,2015,Percent,0.2
State,Georgia,16 to 24,2015,Percent,0.15
State,Georgia,16 to 19,2015,Percent,0.09
State,Hawaii,20 to 24,2015,Percent,0.14
State,Hawaii,16 to 24,2015,Percent,0.11
State,Hawaii,16 to 19,2015,Percent,0.06
State,Idaho,20 to 24,2015,Percent,0.17
State,Idaho,16 to 24,2015,Percent,0.12
State,Idaho,16 to 19,2015,Percent,0.07
State,Indiana,16 to 19,2015,Percent,0.06
State,Indiana,20 to 24,2015,Percent,0.16
State,Indiana,16 to 24,2015,Percent,0.12
State,Illinois,20 to 24,2015,Percent,0.16
State,Illinois,16 to 24,2015,Percent,0.12
State,Illinois,16 to 19,2015,Percent,0.06
Nation,United States,16 to 19,2015,Percent,0.07
State,Iowa,16 to 19,2015,Percent,0.05
State,Iowa,20 to 24,2015,Percent,0.11
State,Iowa,16 to 24,2015,Percent,0.08
State,Kansas,16 to 19,2015,Percent,0.05
State,Kansas,16 to 24,2015,Percent,0.11
State,Kansas,20 to 24,2015,Percent,0.15
State,Kentucky,16 to 19,2015,Percent,0.09
State,Kentucky,20 to 24,2015,Percent,0.17
State,Kentucky,16 to 24,2015,Percent,0.13
State,Louisiana,20 to 24,2015,Percent,0.21
State,Louisiana,16 to 24,2015,Percent,0.17
State,Louisiana,16 to 19,2015,Percent,0.11
State,Maine,16 to 19,2015,Percent,0.07
State,Maine,20 to 24,2015,Percent,0.13
State,Maine,16 to 24,2015,Percent,0.1
State,Maryland,20 to 24,2015,Percent,0.14
